#data format: WG, min, max

#trial1
1	-6.917	4.3214
2	-6.1078	4.646
3	-5.7603	3.7994
4	-4.0272	3.0896
5	-3.9596	3.0518
6	-3.2884	3.4139

#trial2
1	-4.3394	5.2334
2	-5.8744	5.101
3	-4.8658	4.7458
4	-3.9561	4.7458
5	-2.9671	3.8769
6	-2.7411	3.8938

#trial3
1	-4.6884	5.1145
2	-5.087	4.5668
3	-4.7461	3.5079
4	-2.4167	2.6198
5	-3.3497	3.6776
6	-2.5428	3.8184
