#data format: WG, min, max

#trial1
1	-6.5839	5.4555
2	-8.2483	4.6737
3	-7.4335	4.2587
4	-6.0521	3.3659
5	-4.8046	3.4544
6	-4.4266	4.2943

#trial2
1	-3.2172	4.8448
2	-6.1078	3.2493
3	-4.3228	2.8331
4	-2.2746	2.1659
5	-1.4683	2.123
6	-1.3768	2.6168

#trial3
1	-4.1491	4.8924
2	-4.1295	5.002
3	-4.9737	4.2347
4	-3.4983	3.1093
5	-2.8953	3.2471
6	-2.3048	3.2751
