#data format:	time, trigger pressure,	WG1,	WG2,	WG3,	WG4,	WG5,	WG6,	PP1,	PP2,	PP3,	PP4,	PP5,	PP6,	PP7,	PP8,	PP9
17.079	7	2.9374	2.1731	1.3875	1.5107	1.3976	1.5976	0.018	0.025	0.032	0.043	0.036	0.034	0.03	0.024	0.032
17.08	7	2.9334	2.1811	1.3955	1.5146	1.3976	1.5976	0.018	0.025	0.033	0.042	0.036	0.033	0.03	0.025	0.032
17.081	7	2.9453	2.1811	1.3915	1.5146	1.4016	1.6015	0.018	0.025	0.032	0.044	0.036	0.034	0.031	0.024	0.031
17.082	7	2.9612	2.185	1.3915	1.5225	1.4056	1.6095	0.018	0.025	0.032	0.044	0.035	0.034	0.031	0.024	0.031
17.083	7	2.9612	2.185	1.3915	1.5344	1.4056	1.6015	0.018	0.025	0.032	0.044	0.035	0.034	0.03	0.024	0.031
17.084	6.75	2.9493	2.1771	1.3835	1.5383	1.3976	1.6015	0.018	0.026	0.032	0.044	0.035	0.034	0.03	0.023	0.031
17.085	7	2.9532	2.1692	1.3835	1.5344	1.3936	1.5936	0.019	0.026	0.032	0.044	0.036	0.034	0.029	0.023	0.03
17.086	7	2.9493	2.1652	1.3875	1.5265	1.3856	1.5896	0.02	0.025	0.033	0.044	0.036	0.034	0.029	0.024	0.031
17.087	7	2.9651	2.1652	1.3995	1.5146	1.3856	1.5857	0.019	0.025	0.032	0.044	0.036	0.034	0.03	0.023	0.031
17.088	7	2.9731	2.1652	1.3995	1.5107	1.3896	1.5857	0.019	0.025	0.032	0.043	0.036	0.034	0.03	0.023	0.032
17.089	6.75	2.9731	2.1692	1.4035	1.5107	1.3936	1.6015	0.018	0.026	0.032	0.043	0.036	0.034	0.03	0.024	0.032
17.09	7	2.9612	2.1771	1.4035	1.5146	1.4016	1.6015	0.018	0.025	0.032	0.044	0.036	0.034	0.031	0.024	0.032
17.091	7	2.9532	2.1731	1.3995	1.5146	1.4056	1.5896	0.018	0.026	0.032	0.044	0.036	0.034	0.03	0.025	0.032
17.092	7	2.9691	2.1771	1.3915	1.5265	1.4096	1.5896	0.019	0.025	0.031	0.044	0.036	0.034	0.03	0.025	0.032
17.093	7	2.981	2.1811	1.3875	1.5225	1.4016	1.5896	0.018	0.026	0.031	0.044	0.036	0.034	0.03	0.024	0.032
17.094	6.75	2.981	2.1771	1.3796	1.5186	1.3976	1.5817	0.019	0.026	0.032	0.044	0.036	0.034	0.03	0.024	0.032
17.095	7	2.9651	2.1731	1.3796	1.5107	1.3976	1.5817	0.018	0.026	0.032	0.043	0.037	0.034	0.03	0.024	0.031
17.096	7	2.9572	2.1692	1.3796	1.5107	1.3976	1.5817	0.019	0.026	0.032	0.044	0.037	0.034	0.03	0.024	0.032
17.097	7	2.9572	2.1692	1.3796	1.5225	1.3936	1.5817	0.018	0.026	0.032	0.044	0.036	0.033	0.03	0.023	0.032
17.098	6.75	2.9651	2.1731	1.3716	1.5265	1.3936	1.5896	0.018	0.025	0.032	0.043	0.036	0.034	0.03	0.023	0.032
17.099	7	2.9691	2.1652	1.3756	1.5423	1.4016	1.5976	0.018	0.025	0.031	0.044	0.036	0.034	0.03	0.024	0.032
17.1	7	2.977	2.1692	1.3796	1.5502	1.4016	1.5976	0.018	0.025	0.031	0.043	0.036	0.034	0.03	0.024	0.032
17.101	7	2.977	2.1731	1.3835	1.5502	1.4056	1.5976	0.018	0.025	0.032	0.044	0.036	0.034	0.03	0.025	0.032
17.102	7	2.981	2.1771	1.3915	1.5462	1.4135	1.5976	0.018	0.025	0.032	0.044	0.037	0.034	0.03	0.025	0.031
17.103	6.75	2.981	2.1771	1.3995	1.5383	1.4096	1.5976	0.018	0.026	0.032	0.044	0.036	0.034	0.029	0.024	0.031
17.104	7	2.9889	2.1692	1.3875	1.5423	1.4096	1.5936	0.018	0.026	0.031	0.044	0.036	0.034	0.03	0.024	0.031
17.105	7	2.9929	2.1652	1.3835	1.5383	1.3976	1.5857	0.019	0.027	0.031	0.044	0.036	0.034	0.03	0.024	0.032
17.106	7	2.9889	2.1652	1.3796	1.5502	1.3976	1.5817	0.02	0.026	0.032	0.043	0.036	0.034	0.03	0.024	0.031
17.107	6.75	2.977	2.1652	1.3796	1.5581	1.4016	1.5817	0.02	0.026	0.032	0.044	0.036	0.034	0.03	0.025	0.031
17.108	6.75	2.977	2.1731	1.3796	1.5541	1.4056	1.5817	0.02	0.026	0.033	0.044	0.037	0.034	0.031	0.025	0.031
17.109	7	2.985	2.1771	1.3796	1.5502	1.4056	1.5857	0.019	0.026	0.034	0.044	0.037	0.034	0.031	0.025	0.03
17.11	7	2.9929	2.1811	1.3915	1.5462	1.4096	1.5936	0.018	0.026	0.033	0.044	0.036	0.035	0.031	0.025	0.032
17.111	7	2.9889	2.185	1.3995	1.5462	1.4135	1.5936	0.019	0.026	0.032	0.044	0.037	0.035	0.03	0.024	0.032
17.112	6.75	2.985	2.1811	1.3995	1.5502	1.4135	1.5936	0.018	0.026	0.032	0.044	0.037	0.035	0.031	0.025	0.032
17.113	7	2.9889	2.1811	1.3955	1.5541	1.4175	1.5896	0.018	0.027	0.032	0.045	0.037	0.034	0.03	0.025	0.033
17.114	7	2.9969	2.1811	1.3955	1.562	1.4135	1.5857	0.018	0.026	0.032	0.045	0.038	0.035	0.03	0.025	0.032
17.115	7	2.985	2.1731	1.3915	1.5541	1.4096	1.5817	0.019	0.026	0.033	0.045	0.037	0.034	0.03	0.025	0.032
17.116	7	2.977	2.1731	1.3875	1.5462	1.4096	1.5817	0.018	0.027	0.033	0.044	0.038	0.035	0.03	0.025	0.032
17.117	6.75	2.9731	2.1731	1.3796	1.5304	1.4056	1.5777	0.018	0.026	0.033	0.044	0.038	0.035	0.03	0.025	0.032
17.118	7	2.9691	2.1731	1.3756	1.5265	1.4096	1.5817	0.018	0.026	0.034	0.044	0.038	0.035	0.031	0.025	0.031
17.119	7	2.981	2.1771	1.3756	1.5304	1.4096	1.5896	0.018	0.026	0.033	0.045	0.038	0.035	0.03	0.025	0.032
17.12	7	2.985	2.1811	1.3796	1.5383	1.4135	1.5936	0.018	0.026	0.033	0.045	0.038	0.035	0.031	0.024	0.031
17.121	6.75	2.985	2.1811	1.3796	1.5423	1.4175	1.5976	0.018	0.026	0.033	0.045	0.038	0.034	0.031	0.024	0.031
17.122	6.75	2.981	2.185	1.3915	1.5423	1.4135	1.5936	0.018	0.026	0.034	0.044	0.038	0.034	0.031	0.025	0.032
17.123	7	2.985	2.1929	1.3915	1.5344	1.4135	1.5896	0.018	0.027	0.034	0.044	0.037	0.035	0.031	0.025	0.031
17.124	7	2.985	2.189	1.3875	1.5265	1.4096	1.5857	0.018	0.027	0.033	0.045	0.037	0.035	0.031	0.025	0.03
17.125	7	2.9969	2.1771	1.3875	1.5265	1.4056	1.5817	0.018	0.027	0.033	0.045	0.037	0.036	0.031	0.025	0.031
17.126	6.75	2.9929	2.1771	1.3756	1.5344	1.4056	1.5857	0.018	0.027	0.033	0.045	0.037	0.035	0.031	0.025	0.031
17.127	7	2.985	2.1731	1.3796	1.5462	1.4096	1.5896	0.018	0.027	0.033	0.045	0.037	0.034	0.031	0.025	0.032
17.128	7	2.9929	2.1771	1.3796	1.5502	1.4056	1.5936	0.018	0.027	0.034	0.045	0.038	0.034	0.031	0.024	0.032
17.129	7	3.0008	2.185	1.3835	1.5541	1.4096	1.5976	0.018	0.027	0.034	0.045	0.038	0.033	0.031	0.024	0.032
17.13	6.75	2.9929	2.185	1.3875	1.5541	1.4135	1.5976	0.018	0.027	0.034	0.045	0.037	0.034	0.031	0.025	0.032
17.131	6.75	2.985	2.189	1.3915	1.5502	1.4135	1.5936	0.018	0.026	0.034	0.044	0.037	0.034	0.031	0.025	0.032
17.132	7	2.985	2.189	1.3955	1.5423	1.4175	1.6015	0.018	0.026	0.034	0.046	0.038	0.034	0.031	0.025	0.032
17.133	7	2.9929	2.1929	1.3995	1.5383	1.4255	1.5976	0.018	0.027	0.034	0.046	0.038	0.034	0.031	0.025	0.033
17.134	7	2.9969	2.189	1.3955	1.5344	1.4215	1.5936	0.018	0.028	0.034	0.046	0.038	0.034	0.03	0.026	0.032
17.135	6.75	2.9969	2.185	1.3875	1.5383	1.4175	1.5896	0.019	0.028	0.033	0.046	0.038	0.034	0.03	0.026	0.032
17.136	7	2.985	2.1811	1.3796	1.5344	1.4135	1.5817	0.018	0.028	0.033	0.046	0.038	0.034	0.031	0.026	0.033
17.137	7	2.977	2.1771	1.3716	1.5344	1.4056	1.5817	0.019	0.027	0.033	0.045	0.039	0.034	0.03	0.025	0.032
17.138	7	2.985	2.1771	1.3676	1.5344	1.4056	1.5857	0.019	0.027	0.034	0.045	0.039	0.035	0.031	0.025	0.032
17.139	7	2.9969	2.1811	1.3716	1.5304	1.4096	1.5896	0.018	0.027	0.034	0.045	0.039	0.035	0.031	0.025	0.032
17.14	6.75	3.0008	2.185	1.3756	1.5344	1.4135	1.5936	0.019	0.027	0.034	0.045	0.039	0.035	0.031	0.026	0.032
17.141	7	3.0008	2.185	1.3875	1.5383	1.4175	1.5936	0.019	0.027	0.034	0.046	0.039	0.035	0.031	0.026	0.032
17.142	7	2.9969	2.185	1.3915	1.5502	1.4175	1.5976	0.018	0.028	0.034	0.046	0.039	0.035	0.031	0.027	0.032
17.143	7	2.9969	2.189	1.3955	1.5581	1.4215	1.5896	0.018	0.028	0.034	0.046	0.038	0.035	0.031	0.027	0.032
17.144	6.75	2.9969	2.185	1.3915	1.5581	1.4175	1.5896	0.018	0.028	0.034	0.045	0.038	0.035	0.031	0.027	0.032
17.145	6.75	3.0008	2.1771	1.3835	1.5581	1.4175	1.5817	0.018	0.028	0.034	0.045	0.038	0.035	0.031	0.027	0.032
17.146	7	3.0008	2.1771	1.3796	1.5502	1.4135	1.5817	0.018	0.027	0.034	0.045	0.038	0.035	0.032	0.027	0.032
17.147	7	3.0088	2.1771	1.3756	1.5462	1.4135	1.5896	0.018	0.027	0.033	0.046	0.039	0.035	0.031	0.026	0.032
17.148	7	3.0048	2.1771	1.3716	1.5462	1.4175	1.5896	0.019	0.027	0.033	0.046	0.039	0.035	0.031	0.026	0.033
17.149	6.75	3.0008	2.1731	1.3716	1.5541	1.4215	1.5936	0.019	0.027	0.033	0.046	0.039	0.035	0.031	0.026	0.033
17.15	6.75	2.9969	2.1811	1.3716	1.562	1.4255	1.6015	0.019	0.027	0.033	0.046	0.039	0.035	0.031	0.025	0.032
17.151	7	3.0008	2.1811	1.3796	1.5699	1.4295	1.5976	0.019	0.027	0.033	0.046	0.038	0.035	0.031	0.025	0.032
17.152	7	3.0088	2.185	1.3915	1.566	1.4295	1.6015	0.019	0.027	0.033	0.045	0.038	0.035	0.031	0.026	0.032
17.153	6.75	3.0167	2.1929	1.3955	1.566	1.4335	1.5976	0.019	0.027	0.034	0.045	0.039	0.035	0.031	0.026	0.032
17.154	6.75	3.0127	2.1929	1.3995	1.5581	1.4295	1.5936	0.018	0.027	0.034	0.046	0.039	0.035	0.031	0.026	0.032
17.155	7	2.9969	2.1929	1.3835	1.5462	1.4175	1.5857	0.018	0.028	0.034	0.046	0.039	0.035	0.031	0.025	0.031
17.156	7	2.9929	2.1811	1.3875	1.5304	1.4175	1.5817	0.019	0.028	0.034	0.046	0.039	0.035	0.031	0.026	0.032
17.157	7	2.985	2.185	1.3835	1.5225	1.4175	1.5817	0.02	0.028	0.034	0.046	0.039	0.035	0.032	0.026	0.032
17.158	6.75	2.9889	2.189	1.3756	1.5186	1.4215	1.5817	0.02	0.028	0.034	0.046	0.039	0.035	0.032	0.026	0.032
17.159	6.75	2.9929	2.185	1.3835	1.5225	1.4295	1.5857	0.02	0.028	0.034	0.046	0.038	0.035	0.031	0.026	0.032
17.16	7	3.0048	2.1771	1.3835	1.5304	1.4335	1.5857	0.019	0.028	0.034	0.046	0.039	0.035	0.031	0.026	0.031
17.161	7	3.0167	2.1811	1.3875	1.5423	1.4335	1.5896	0.019	0.028	0.034	0.046	0.039	0.035	0.03	0.026	0.031
17.162	7	3.0167	2.189	1.3955	1.5502	1.4335	1.5936	0.019	0.028	0.034	0.046	0.039	0.036	0.031	0.026	0.032
17.163	6.75	3.0127	2.1929	1.3915	1.5502	1.4295	1.5857	0.019	0.027	0.034	0.046	0.039	0.036	0.03	0.026	0.032
17.164	7	3.0048	2.185	1.3915	1.5462	1.4295	1.5777	0.019	0.028	0.034	0.045	0.039	0.035	0.031	0.026	0.031
17.165	7	2.9969	2.1731	1.3835	1.5502	1.4255	1.5698	0.019	0.027	0.034	0.045	0.038	0.035	0.031	0.026	0.031
17.166	7	2.9889	2.1692	1.3875	1.5502	1.4255	1.5698	0.02	0.027	0.035	0.046	0.039	0.036	0.031	0.026	0.032
17.167	6.75	2.985	2.1731	1.3875	1.5462	1.4255	1.5698	0.02	0.027	0.035	0.046	0.039	0.037	0.031	0.026	0.031
17.168	6.75	2.9969	2.185	1.3955	1.5383	1.4295	1.5777	0.02	0.027	0.034	0.046	0.039	0.036	0.031	0.026	0.032
17.169	7	3.0088	2.1929	1.3955	1.5423	1.4255	1.5896	0.019	0.027	0.034	0.046	0.039	0.036	0.031	0.026	0.032
17.17	7	3.0088	2.1929	1.4035	1.5423	1.4255	1.5896	0.019	0.027	0.034	0.046	0.039	0.035	0.031	0.026	0.032
17.171	7	3.0048	2.1929	1.4075	1.5502	1.4335	1.5936	0.019	0.028	0.034	0.045	0.039	0.035	0.031	0.026	0.033
17.172	6.75	3.0048	2.1969	1.3995	1.5541	1.4375	1.5936	0.018	0.028	0.034	0.046	0.039	0.035	0.031	0.026	0.033
17.173	7	3.0048	2.1929	1.3955	1.5581	1.4414	1.5936	0.02	0.028	0.035	0.046	0.039	0.035	0.031	0.026	0.033
17.174	7	3.0008	2.189	1.3915	1.562	1.4414	1.5817	0.02	0.028	0.035	0.046	0.039	0.036	0.031	0.026	0.032
17.175	7	2.9969	2.189	1.3875	1.562	1.4375	1.5777	0.02	0.028	0.034	0.046	0.039	0.036	0.031	0.026	0.032
17.176	7	2.9969	2.185	1.3796	1.566	1.4295	1.5817	0.019	0.028	0.034	0.046	0.039	0.036	0.031	0.026	0.032
17.177	6.75	3.0008	2.1811	1.3835	1.566	1.4335	1.5857	0.019	0.028	0.034	0.046	0.04	0.036	0.031	0.027	0.032
17.178	7	3.0048	2.185	1.3875	1.562	1.4335	1.5896	0.019	0.028	0.033	0.046	0.039	0.037	0.031	0.027	0.032
17.179	7	3.0127	2.185	1.3875	1.5581	1.4335	1.5976	0.019	0.027	0.034	0.046	0.039	0.037	0.031	0.027	0.032
17.18	7	3.0127	2.1929	1.3955	1.5581	1.4375	1.5976	0.02	0.027	0.034	0.046	0.039	0.036	0.031	0.027	0.032
17.181	6.75	3.0008	2.1969	1.3995	1.5541	1.4414	1.5976	0.02	0.028	0.034	0.046	0.039	0.037	0.031	0.027	0.031
17.182	6.75	3.0008	2.1969	1.4035	1.5502	1.4454	1.5976	0.02	0.028	0.034	0.046	0.039	0.036	0.031	0.028	0.032
17.183	7	3.0008	2.1969	1.4035	1.562	1.4414	1.6015	0.018	0.028	0.035	0.046	0.039	0.036	0.031	0.028	0.032
17.184	7	2.9929	2.1969	1.3995	1.5699	1.4414	1.5896	0.019	0.029	0.034	0.046	0.039	0.037	0.032	0.027	0.032
17.185	7	2.9889	2.189	1.3955	1.562	1.4335	1.5817	0.019	0.029	0.034	0.045	0.039	0.037	0.033	0.026	0.032
17.186	6.75	2.9889	2.1811	1.3915	1.566	1.4375	1.5777	0.02	0.028	0.035	0.045	0.04	0.036	0.032	0.026	0.032
17.187	6.75	2.981	2.185	1.3915	1.5738	1.4375	1.5777	0.019	0.028	0.035	0.045	0.04	0.036	0.031	0.027	0.032
17.188	7	2.981	2.1929	1.3875	1.5778	1.4414	1.5857	0.019	0.028	0.035	0.046	0.039	0.037	0.031	0.028	0.033
17.189	7	2.981	2.1929	1.3915	1.5778	1.4414	1.5817	0.018	0.028	0.034	0.046	0.039	0.036	0.031	0.027	0.033
17.19	7	3.0008	2.189	1.3995	1.5817	1.4414	1.5896	0.019	0.027	0.034	0.046	0.039	0.036	0.031	0.027	0.033
17.191	6.75	3.0167	2.185	1.4035	1.5778	1.4494	1.5936	0.018	0.028	0.034	0.046	0.039	0.036	0.032	0.027	0.033
17.192	7	3.0207	2.1929	1.4035	1.5817	1.4454	1.5976	0.018	0.028	0.035	0.046	0.039	0.037	0.032	0.027	0.033
17.193	7	3.0167	2.189	1.3955	1.5817	1.4574	1.6015	0.02	0.028	0.034	0.047	0.039	0.037	0.031	0.027	0.033
17.194	7	3.0088	2.1929	1.3955	1.5817	1.4534	1.5936	0.019	0.028	0.035	0.046	0.04	0.036	0.032	0.027	0.032
17.195	6.75	3.0088	2.1929	1.3955	1.5778	1.4534	1.5857	0.018	0.028	0.035	0.046	0.04	0.036	0.032	0.027	0.032
17.196	6.75	3.0167	2.189	1.3955	1.5778	1.4454	1.5777	0.018	0.028	0.035	0.046	0.041	0.036	0.032	0.027	0.033
17.197	7	3.0167	2.1929	1.3915	1.5699	1.4414	1.5738	0.019	0.028	0.035	0.047	0.041	0.036	0.031	0.027	0.033
17.198	7	3.0127	2.1969	1.3835	1.5738	1.4375	1.5817	0.019	0.028	0.035	0.047	0.041	0.036	0.032	0.026	0.033
17.199	7	3.0127	2.2008	1.3835	1.5699	1.4375	1.5857	0.019	0.028	0.035	0.047	0.04	0.036	0.032	0.026	0.033
17.2	6.75	3.0167	2.2008	1.3915	1.562	1.4335	1.5896	0.019	0.028	0.035	0.047	0.04	0.035	0.032	0.027	0.033
17.201	7	3.0286	2.2048	1.4035	1.5541	1.4375	1.5896	0.019	0.028	0.035	0.047	0.04	0.035	0.032	0.027	0.033
17.202	7	3.0325	2.2127	1.4155	1.5462	1.4454	1.5936	0.019	0.028	0.035	0.046	0.04	0.036	0.032	0.027	0.033
17.203	7	3.0246	2.2088	1.4115	1.5462	1.4454	1.5896	0.019	0.028	0.035	0.047	0.039	0.037	0.032	0.028	0.032
17.204	7	3.0167	2.2048	1.4075	1.5383	1.4414	1.5857	0.019	0.027	0.035	0.046	0.039	0.037	0.033	0.028	0.033
17.205	6.75	3.0167	2.1969	1.3995	1.5383	1.4414	1.5817	0.019	0.028	0.035	0.047	0.039	0.036	0.033	0.027	0.032
17.206	7	3.0207	2.189	1.3955	1.5423	1.4375	1.5777	0.02	0.028	0.034	0.047	0.04	0.036	0.033	0.028	0.033
17.207	7	3.0325	2.189	1.3875	1.5383	1.4375	1.5857	0.02	0.028	0.034	0.047	0.04	0.036	0.033	0.028	0.032
17.208	7	3.0365	2.2008	1.3835	1.5344	1.4454	1.5896	0.019	0.028	0.034	0.046	0.04	0.036	0.032	0.028	0.033
17.209	6.75	3.0325	2.2088	1.3875	1.5344	1.4494	1.5936	0.019	0.028	0.035	0.047	0.04	0.036	0.032	0.029	0.033
17.21	6.75	3.0207	2.2008	1.3915	1.5344	1.4574	1.5936	0.019	0.028	0.035	0.048	0.039	0.036	0.032	0.028	0.033
17.211	7	3.0048	2.1969	1.3955	1.5383	1.4574	1.5976	0.019	0.028	0.035	0.048	0.039	0.035	0.031	0.027	0.033
17.212	7	2.9969	2.2088	1.3995	1.5462	1.4654	1.5976	0.019	0.028	0.035	0.047	0.041	0.036	0.033	0.027	0.033
17.213	7	3.0008	2.2088	1.4075	1.5541	1.4654	1.5976	0.02	0.028	0.035	0.047	0.041	0.036	0.033	0.027	0.033
17.214	6.75	3.0008	2.2048	1.4035	1.5502	1.4574	1.5896	0.019	0.028	0.035	0.047	0.04	0.037	0.033	0.027	0.033
17.215	7	2.9969	2.2008	1.3955	1.5502	1.4534	1.5896	0.019	0.028	0.035	0.047	0.04	0.037	0.033	0.027	0.033
17.216	7	2.9929	2.1969	1.3955	1.5462	1.4534	1.5857	0.018	0.028	0.035	0.047	0.04	0.037	0.033	0.027	0.033
17.217	7	2.9929	2.1929	1.3915	1.5502	1.4494	1.5777	0.018	0.028	0.035	0.047	0.04	0.037	0.032	0.028	0.033
17.218	7	3.0008	2.1969	1.3875	1.5462	1.4454	1.5817	0.018	0.029	0.035	0.047	0.041	0.038	0.033	0.027	0.033
17.219	6.75	3.0088	2.1969	1.3955	1.5581	1.4494	1.5857	0.019	0.029	0.035	0.048	0.041	0.038	0.032	0.028	0.033
17.22	7	3.0088	2.2008	1.4035	1.566	1.4494	1.5976	0.019	0.029	0.035	0.049	0.041	0.038	0.033	0.029	0.032
17.221	7	3.0127	2.2088	1.4115	1.5699	1.4574	1.5976	0.019	0.029	0.035	0.048	0.041	0.038	0.032	0.028	0.032
17.222	7	3.0088	2.2167	1.4115	1.5738	1.4614	1.5976	0.018	0.029	0.035	0.049	0.04	0.038	0.032	0.028	0.032
17.223	6.75	3.0127	2.2167	1.4115	1.5778	1.4654	1.6015	0.018	0.029	0.035	0.047	0.04	0.038	0.032	0.028	0.032
17.224	6.75	3.0207	2.2048	1.4075	1.5778	1.4654	1.5976	0.019	0.029	0.035	0.047	0.041	0.038	0.032	0.028	0.032
17.225	7	3.0246	2.2008	1.4035	1.5778	1.4614	1.5936	0.02	0.029	0.035	0.047	0.041	0.038	0.032	0.029	0.032
17.226	7	3.0325	2.2008	1.3995	1.5738	1.4574	1.5896	0.02	0.029	0.035	0.047	0.041	0.038	0.031	0.029	0.032
17.227	7	3.0286	2.2008	1.3955	1.5778	1.4574	1.5777	0.02	0.029	0.036	0.047	0.041	0.038	0.032	0.029	0.032
17.228	6.75	3.0127	2.1969	1.3955	1.5817	1.4534	1.5777	0.02	0.028	0.036	0.047	0.041	0.038	0.033	0.029	0.032
17.229	7	3.0088	2.1929	1.3955	1.5857	1.4614	1.5738	0.02	0.029	0.036	0.047	0.041	0.037	0.032	0.028	0.032
17.23	7	3.0127	2.2008	1.3995	1.5857	1.4614	1.5698	0.019	0.028	0.035	0.047	0.041	0.038	0.032	0.028	0.033
17.231	7	3.0207	2.2048	1.4035	1.5857	1.4654	1.5777	0.019	0.028	0.035	0.048	0.041	0.038	0.033	0.028	0.033
17.232	6.75	3.0325	2.2088	1.4075	1.5817	1.4654	1.5817	0.019	0.029	0.035	0.048	0.042	0.037	0.033	0.029	0.033
17.233	6.75	3.0405	2.2088	1.4115	1.5778	1.4654	1.5857	0.02	0.03	0.035	0.048	0.042	0.037	0.033	0.029	0.033
17.234	7	3.0325	2.2127	1.4075	1.5699	1.4654	1.5857	0.02	0.03	0.036	0.048	0.041	0.037	0.033	0.028	0.033
17.235	7	3.0286	2.2088	1.3995	1.562	1.4614	1.5777	0.02	0.03	0.035	0.048	0.041	0.037	0.032	0.029	0.033
17.236	7	3.0286	2.1969	1.4035	1.562	1.4614	1.5777	0.019	0.03	0.035	0.047	0.041	0.038	0.032	0.029	0.032
17.237	6.75	3.0325	2.2048	1.3955	1.566	1.4614	1.5857	0.018	0.029	0.035	0.047	0.04	0.038	0.032	0.029	0.032
17.238	7	3.0405	2.2048	1.3955	1.5699	1.4654	1.5896	0.018	0.029	0.036	0.047	0.041	0.038	0.033	0.029	0.033
17.239	7	3.0484	2.2088	1.3955	1.5699	1.4693	1.5896	0.019	0.029	0.035	0.048	0.041	0.038	0.033	0.029	0.033
17.24	7	3.0444	2.2127	1.4035	1.566	1.4733	1.5936	0.02	0.029	0.035	0.048	0.042	0.038	0.032	0.028	0.033
17.241	7	3.0444	2.2167	1.4155	1.5541	1.4733	1.5976	0.02	0.029	0.035	0.048	0.042	0.038	0.032	0.029	0.033
17.242	6.75	3.0484	2.2167	1.4235	1.5541	1.4773	1.5936	0.02	0.03	0.035	0.049	0.041	0.038	0.032	0.029	0.033
17.243	7	3.0484	2.2206	1.4235	1.5462	1.4773	1.5976	0.02	0.03	0.035	0.048	0.041	0.038	0.033	0.029	0.032
17.244	7	3.0484	2.2127	1.4195	1.5462	1.4733	1.5936	0.02	0.029	0.035	0.049	0.041	0.038	0.033	0.029	0.032
17.245	7	3.0405	2.2088	1.4195	1.5462	1.4733	1.5936	0.02	0.029	0.035	0.049	0.041	0.038	0.033	0.029	0.032
17.246	7	3.0286	2.2048	1.4115	1.5462	1.4654	1.5896	0.021	0.03	0.035	0.048	0.042	0.038	0.032	0.029	0.032
17.247	6.75	3.0167	2.2048	1.4075	1.5423	1.4693	1.5896	0.02	0.03	0.035	0.048	0.041	0.038	0.032	0.03	0.032
17.248	7	3.0207	2.2008	1.4075	1.5383	1.4693	1.5896	0.02	0.03	0.035	0.048	0.042	0.038	0.033	0.03	0.033
17.249	7	3.0325	2.2008	1.4075	1.5423	1.4733	1.5896	0.02	0.03	0.035	0.048	0.042	0.038	0.033	0.03	0.033
17.25	7	3.0405	2.2088	1.4035	1.5502	1.4773	1.5976	0.02	0.029	0.035	0.049	0.043	0.037	0.033	0.029	0.033
17.251	6.75	3.0405	2.2127	1.4115	1.5541	1.4853	1.6055	0.02	0.029	0.035	0.048	0.042	0.038	0.033	0.029	0.033
17.252	7	3.0405	2.2167	1.4155	1.5541	1.4853	1.6015	0.02	0.03	0.035	0.048	0.042	0.038	0.033	0.029	0.033
17.253	7	3.0444	2.2246	1.4155	1.562	1.4853	1.5976	0.02	0.029	0.036	0.048	0.041	0.038	0.033	0.029	0.033
17.254	7	3.0484	2.2246	1.4155	1.566	1.4813	1.5896	0.02	0.029	0.036	0.049	0.041	0.038	0.033	0.029	0.034
17.255	7	3.0524	2.2167	1.4075	1.5581	1.4733	1.5896	0.019	0.029	0.036	0.049	0.041	0.038	0.032	0.029	0.034
17.256	6.75	3.0484	2.2088	1.4075	1.5541	1.4693	1.5817	0.019	0.029	0.036	0.049	0.042	0.038	0.032	0.029	0.033
17.257	7	3.0365	2.2127	1.4115	1.5502	1.4733	1.5817	0.019	0.029	0.035	0.049	0.042	0.038	0.032	0.029	0.034
17.258	7.25	3.0365	2.2167	1.4155	1.5502	1.4733	1.5817	0.018	0.029	0.036	0.049	0.043	0.038	0.033	0.029	0.034
17.259	7	3.0365	2.2167	1.4195	1.5502	1.4773	1.5857	0.019	0.029	0.036	0.048	0.043	0.038	0.033	0.03	0.033
17.26	7	3.0444	2.2167	1.4195	1.5502	1.4853	1.5896	0.019	0.029	0.037	0.049	0.042	0.039	0.033	0.03	0.033
17.261	6.75	3.0524	2.2246	1.4155	1.5462	1.4893	1.6015	0.019	0.029	0.036	0.048	0.042	0.039	0.033	0.03	0.033
17.262	7	3.0603	2.2285	1.4115	1.5423	1.4893	1.6055	0.018	0.029	0.035	0.049	0.042	0.04	0.033	0.03	0.032
17.263	7	3.0643	2.2285	1.4195	1.5383	1.4933	1.5976	0.019	0.029	0.036	0.048	0.042	0.039	0.033	0.03	0.033
17.264	7	3.0603	2.2206	1.4155	1.5383	1.4853	1.5896	0.019	0.029	0.036	0.048	0.042	0.039	0.033	0.03	0.034
17.265	6.75	3.0444	2.2127	1.4115	1.5462	1.4853	1.5817	0.018	0.03	0.036	0.049	0.042	0.038	0.033	0.03	0.033
17.266	7	3.0286	2.2127	1.4075	1.5502	1.4813	1.5817	0.019	0.03	0.036	0.048	0.042	0.038	0.033	0.03	0.033
17.267	7	3.0286	2.2088	1.4195	1.5502	1.4773	1.5777	0.019	0.03	0.035	0.049	0.042	0.038	0.033	0.03	0.033
17.268	7	3.0286	2.2088	1.4235	1.5541	1.4813	1.5777	0.019	0.03	0.035	0.048	0.042	0.038	0.034	0.03	0.033
17.269	7	3.0325	2.2127	1.4275	1.5581	1.4813	1.5777	0.019	0.03	0.036	0.048	0.043	0.038	0.034	0.03	0.033
17.27	6.75	3.0286	2.2246	1.4315	1.566	1.4813	1.5817	0.018	0.03	0.037	0.048	0.043	0.038	0.033	0.03	0.033
