#data format: WG, min, max

#trial1
1	-3.5622	3.556
2	-4.4619	3.7755
3	-3.7198	3.1286
4	-3.3483	2.0159
5	-2.3253	2.1709
6	-1.9519	2.8627

#trial2
1	-2.5549	3.8653
2	-1.5262	3.2374
3	-2.5258	3.1645
4	-0.9365	2.8488
5	-0.3084	3.0199
6	-0.3735	3.0491

#trial3
1	-2.4359	2.4575
2	-3.5915	3.2493
3	-3.2127	3.2085
4	-2.322	2.5251
5	-2.1938	2.4061
6	-1.825	2.6564
