#data format: WG, min, max

#trial1
1	-0.1121	2.3306
2	-0.2324	2.003
3	-0.5572	1.092
4	-0.0761	1.5107
5	-0.2765	1.4454
6	-0.3536	1.2367

#trial2
1	-2.4359	2.4575
2	-3.5915	3.2493
3	-3.2127	3.2085
4	-2.322	2.5251
5	-2.1938	2.4061
6	-1.825	2.6564

#trial3
1	-0.3778	1.5177
2	-0.7507	1.8725
3	0.0099	1.1799
4	0.0029	0.9936
5	0.0663	1.0269
6	0.0429	1.0423
