#data format: WG, min, max

#trial1
1	-0.9846	2.4893
2	-1.3125	1.5915
3	-1.823	1.731
4	-1.28	1.7238
5	-0.7867	1.6965
6	-0.4092	2.9142

#trial2
1	-2.25	2.6836
2	-0.6554	2.0149
3	-1.7003	1.6591
4	-1.4813	1.566
5	-0.9302	1.8121
6	-0.9208	1.8395

#trial3
1	-2.1465	2.6439
2	-2.7171	2.0545
3	-2.989	2.1662
4	-1.7733	2.0909
5	-1.4883	2.8963
6	-1.6505	2.5097
