#data format: time(s), sliding length(m), velocity(m/s), acceleration(m/s2)
0	0	0	0
0.5	0.022261177	0.044522354	0.089044708
1	0.043113275	0.041704196	-0.005636315
1.5	0.078115561	0.070004571	0.05660075
2	0.126296055	0.096360988	0.052712833
2.5	0.217098037	0.181603965	0.170485954
3	0.326993442	0.21979081	0.07637369
3.5	0.397981047	0.141975209	-0.155631201
4	0.533704	0.271445907	0.258941396
4.5	0.643010478	0.218612956	-0.105665902
5	0.723712153	0.161403351	-0.11441921
5.5	0.729152337	0.010880368	-0.301045966
6	0.730080184	0.001855694	-0.018049347
